,entity_name,kaggle_image_path,entity_value,prediction
232,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/817ZpWk1qLL.jpg,1.3 kilogram,1.3 kilogram
233,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/619veBdtFbL.jpg,100.0 gram,1.0 ounce
234,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/81H7S3LJTkL.jpg,0.7 kilogram,0.7 kilogram
235,depth,/kaggle/input/amazon-2024-100k-imgs/images/51P34TDJjeL.jpg,145.0 centimetre,140.0 centimetre
236,voltage,/kaggle/input/amazon-2024-100k-imgs/images/710ejj4ONtL.jpg,12.0 volt,2.0 volt
237,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/619ObAVijpL.jpg,300.0 gram,300.0 gram
238,width,/kaggle/input/amazon-2024-100k-imgs/images/51e+6LyVeiL.jpg,8.0 inch,8.0 inch
239,width,/kaggle/input/amazon-2024-100k-imgs/images/610hBYf0GfL.jpg,4.0 inch,4.0 inch
240,height,/kaggle/input/amazon-2024-100k-imgs/images/6108UydQ17L.jpg,184.0 centimetre,184.0 centimetre
241,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/8163JG2TpHL.jpg,7.0 gram,400.0 gram
242,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61bxdIFp7iL.jpg,1000.0 gram,100.0 gram
243,depth,/kaggle/input/amazon-2024-100k-imgs/images/51ajm0GWK4L.jpg,15.9 inch,15.9 inch
244,height,/kaggle/input/amazon-2024-100k-imgs/images/616RkwkV-BL.jpg,6.1 inch,6.1 inch
245,depth,/kaggle/input/amazon-2024-100k-imgs/images/61-R0CDKNDL.jpg,168.0 centimetre,168.0 centimetre
246,depth,/kaggle/input/amazon-2024-100k-imgs/images/51k3F0dvSJL.jpg,9.0 metre,15.0 centimetre
247,width,/kaggle/input/amazon-2024-100k-imgs/images/41PgrnQtk6S.jpg,5.0 centimetre,21.0 centimetre
248,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71pO2gn8poL.jpg,14.0 ounce,400 gram
249,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61HEGLk4ISL.jpg,250.0 gram,100.0 gram
250,depth,/kaggle/input/amazon-2024-100k-imgs/images/41de-zMBAJS.jpg,40.0 centimetre,40.0 centimetre
251,depth,/kaggle/input/amazon-2024-100k-imgs/images/41kIx+3HoWL.jpg,6.4 inch,6.4 inch
252,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/81lmP+0O-bL.jpg,160.0 gram,12.0 ounce
253,depth,/kaggle/input/amazon-2024-100k-imgs/images/614QuD1XACL.jpg,90.0 centimetre,10.0 inch
254,height,/kaggle/input/amazon-2024-100k-imgs/images/41zWFsIaUGL.jpg,16.0 centimetre,10.5 centimetre
255,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61mZDTP-DEL.jpg,228.0 gram,130.0 gram
256,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61zMMYZ0TtL.jpg,800 milligram,800.0 milligram
257,depth,/kaggle/input/amazon-2024-100k-imgs/images/41aN0aVXYgL.jpg,30.0 millimetre,10.0 millimetre
258,depth,/kaggle/input/amazon-2024-100k-imgs/images/61BtMWOcHbL.jpg,5.6 inch,16.15 inch
259,depth,/kaggle/input/amazon-2024-100k-imgs/images/51ZyFjhgBZL.jpg,6.5 centimetre,13.5 centimetre
260,width,/kaggle/input/amazon-2024-100k-imgs/images/610OMFLlZlL.jpg,9.5 centimetre,15.0 centimetre
261,width,/kaggle/input/amazon-2024-100k-imgs/images/513Sm9fXTfL.jpg,106.0 centimetre,106.0 centimetre
262,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61Jd0i08d7S.jpg,535.0 gram,535.0 gram
263,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71aDrlyrNWL.jpg,600.0 gram,2.4 gram
264,width,/kaggle/input/amazon-2024-100k-imgs/images/51RIZ32s0eL.jpg,6.0 inch,9.0 inch
265,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61jswyhmfYL.jpg,1200.0 milligram,100.0 gram
266,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/712WBMK+ayL.jpg,623 gram,40.0 gram
267,depth,/kaggle/input/amazon-2024-100k-imgs/images/51bVZ8ocSOL.jpg,120.0 millimetre,10.0 inch
268,depth,/kaggle/input/amazon-2024-100k-imgs/images/519no9FRv1L.jpg,22.0 centimetre,22.0 centimetre
269,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71Pf4Zb9vlL.jpg,41.5 gram,41.5 gram
270,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/719AGo8IzPL.jpg,50.0 gram,100 gram
271,width,/kaggle/input/amazon-2024-100k-imgs/images/513k3TwnkmL.jpg,23.0 centimetre,23.0 centimetre
272,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/613APyHb8vL.jpg,50.0 gram,100.0 gram
273,width,/kaggle/input/amazon-2024-100k-imgs/images/51VWtucz4tL.jpg,24.0 centimetre,24.0 centimetre
274,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/711OABQFPIL.jpg,500.0 milligram,500.0 milligram
275,height,/kaggle/input/amazon-2024-100k-imgs/images/51WKekxfXwL.jpg,4.5 centimetre,1.77 inch
276,width,/kaggle/input/amazon-2024-100k-imgs/images/51fEvY5Ff7L.jpg,54.0 inch,16.0 inch
277,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/81P+mSrBpaL.jpg,1 kilogram,500 gram
278,width,/kaggle/input/amazon-2024-100k-imgs/images/51x0ubSoOsL.jpg,70.0 millimetre,70.0 millimetre
279,width,/kaggle/input/amazon-2024-100k-imgs/images/612DVD+76tL.jpg,3.5 centimetre,3.5 centimetre
280,width,/kaggle/input/amazon-2024-100k-imgs/images/51-jIM1d84L.jpg,4.4 inch,6.0 centimetre
281,width,/kaggle/input/amazon-2024-100k-imgs/images/617rnUZ24KL.jpg,22.2 centimetre,22.0 centimetre
282,wattage,/kaggle/input/amazon-2024-100k-imgs/images/51f2HADG6cL.jpg,4.0 watt,4.0 watt
283,height,/kaggle/input/amazon-2024-100k-imgs/images/51kiMq2+m4L.jpg,8.0 centimetre,8.0 centimetre
284,width,/kaggle/input/amazon-2024-100k-imgs/images/51Wbn7NlepS.jpg,4.0 inch,14.0 centimetre
285,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71oVJPNZFgL.jpg,100.0 gram,100 gram
286,depth,/kaggle/input/amazon-2024-100k-imgs/images/51GBZxvhXZL.jpg,7.5 inch,7.5 inch
287,width,/kaggle/input/amazon-2024-100k-imgs/images/61+Xpn1ktCL.jpg,107.0 centimetre,85.0 centimetre
288,depth,/kaggle/input/amazon-2024-100k-imgs/images/5173JEQTBOL.jpg,39.0 centimetre,35.0 centimetre
289,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/613oajVTnrL.jpg,16.0 ounce,11.0 ounce
290,voltage,/kaggle/input/amazon-2024-100k-imgs/images/71Aa4fqTd6L.jpg,12.0 volt,12.0 volt
291,height,/kaggle/input/amazon-2024-100k-imgs/images/51hzTLs6mZL.jpg,35.4 inch,11.0 centimetre
292,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61ICS2p7YbL.jpg,325.0 gram,325.0 gram
293,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71hUP8RyL6L.jpg,120.0 gram,120.0 gram
294,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/51RTMZhbnmL.jpg,24.0 gram,74 gram
295,depth,/kaggle/input/amazon-2024-100k-imgs/images/41kI+hHN4OL.jpg,43.0 centimetre,43.0 centimetre
296,depth,/kaggle/input/amazon-2024-100k-imgs/images/61CiA1a4AYL.jpg,6.3 inch,8.3 inch
297,width,/kaggle/input/amazon-2024-100k-imgs/images/61E3G4yECHL.jpg,5.62 inch,8.3 inch
298,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/81bTmECH3uL.jpg,3 kilogram,250.0 gram
299,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/91ZIxGI21IL.jpg,280.7 gram,500.0 gram
300,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/719jjcpap6L.jpg,148.0 gram,250.0 gram
301,width,/kaggle/input/amazon-2024-100k-imgs/images/51SaOGDkFNL.jpg,0.8 inch,0.8 inch
302,depth,/kaggle/input/amazon-2024-100k-imgs/images/51et3uCJHkL.jpg,30.0 centimetre,30.0 centimetre
303,depth,/kaggle/input/amazon-2024-100k-imgs/images/619M1fGs-6L.jpg,12.0 inch,12.0 inch
304,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71aUmjCOvCL.jpg,50 gram,98 gram
305,width,/kaggle/input/amazon-2024-100k-imgs/images/41OKgKQuWiL.jpg,18.0 centimetre,18.0 centimetre
306,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61KUJaGPXCL.jpg,300.0 gram,300.0 gram
307,width,/kaggle/input/amazon-2024-100k-imgs/images/61EU5+3ttLL.jpg,9.8 inch,3.1 metre
308,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/91i9b-AtiIL.jpg,700.0 gram,700.0 gram
309,depth,/kaggle/input/amazon-2024-100k-imgs/images/41PsDycGckL.jpg,4.13 inch,3.15 inch
310,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/712+K8J3uzL.jpg,1000 milligram,1000.0 milligram
311,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61qxTn540yL.jpg,465.0 gram,465.0 gram
312,height,/kaggle/input/amazon-2024-100k-imgs/images/51k4SVpz+oL.jpg,11.0 inch,11.0 inch
313,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71GF270Rf0L.jpg,1.5 kilogram,1.5 kilogram
314,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71iwEbdFNeS.jpg,100.0 kilogram,100.0 kilogram
315,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/51Slvqk+lsL.jpg,1000.0 milligram,1000.0 milligram
316,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/91Zj06qGu8L.jpg,280.7 gram,100.0 gram
317,height,/kaggle/input/amazon-2024-100k-imgs/images/51wTWTxp64L.jpg,14.0 centimetre,14.0 centimetre
318,width,/kaggle/input/amazon-2024-100k-imgs/images/515tJekuH5L.jpg,37.0 millimetre,37.0 millimetre
319,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61I3L5If0QL.jpg,100 gram,100 gram
320,voltage,/kaggle/input/amazon-2024-100k-imgs/images/51psn9oR2NL.jpg,48.0 volt,48.0 volt
321,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61B-33riW4L.jpg,552 gram,100.0 gram
322,voltage,/kaggle/input/amazon-2024-100k-imgs/images/61hN15ROWjL.jpg,24.0 volt,12.0 volt
323,height,/kaggle/input/amazon-2024-100k-imgs/images/61CQzDABaSL.jpg,86.0 centimetre,44.0 centimetre
324,voltage,/kaggle/input/amazon-2024-100k-imgs/images/71JIVBoHIbL.jpg,18.0 volt,12.0 volt
325,voltage,/kaggle/input/amazon-2024-100k-imgs/images/71UITrJkD1L.jpg,48.0 volt,48.0 volt
326,width,/kaggle/input/amazon-2024-100k-imgs/images/519pb2zxisL.jpg,0.9 inch,55.0 millimetre
327,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/51bj8V0iryL.jpg,200.0 gram,260.0 gram
328,height,/kaggle/input/amazon-2024-100k-imgs/images/51Pfr2ZyrlL.jpg,35.0 centimetre,35.0 centimetre
329,height,/kaggle/input/amazon-2024-100k-imgs/images/51mwAfq1oQL.jpg,11.02 centimetre,11.02 centimetre
330,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61QXu4yKaJL.jpg,233.0 gram,233.0 gram
331,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61WJwSTTSHL.jpg,4.0 ounce,100 gram
332,height,/kaggle/input/amazon-2024-100k-imgs/images/418WgjCZNaL.jpg,81.5 centimetre,11.4 centimetre
333,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/31sOtx1GOGL.jpg,11 gram,11.0 gram
334,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61Lvf7LTm4L.jpg,0.23 pound,0.23 pound
335,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71mdbXUP9PL.jpg,700.0 gram,200.0 gram
336,voltage,/kaggle/input/amazon-2024-100k-imgs/images/61U6ynLhe3L.jpg,254.0 volt,12.0 volt
337,width,/kaggle/input/amazon-2024-100k-imgs/images/619pryV0cxL.jpg,9.0 centimetre,7.5 centimetre
338,height,/kaggle/input/amazon-2024-100k-imgs/images/41QfOCICJuL.jpg,7.87 inch,7.87 inch
339,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/718z-LugmUL.jpg,23.0 gram,23.0 gram
340,depth,/kaggle/input/amazon-2024-100k-imgs/images/51iSa0aCYkL.jpg,21.0 centimetre,18.0 centimetre
341,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61Mxo9i3yjL.jpg,85.0 kilogram,5.0 pound
342,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/81o5h53SkdL.jpg,168.0 gram,160.0 gram
343,wattage,/kaggle/input/amazon-2024-100k-imgs/images/81qUlhrgChL.jpg,250.0 watt,250.0 watt
344,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/81o7kfaKhNL.jpg,31.0 gram,100 gram
345,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61fZbfrKstL.jpg,25.0 gram,25.0 gram
346,width,/kaggle/input/amazon-2024-100k-imgs/images/6135R5yOFRL.jpg,105.0 centimetre,50.0 centimetre
347,item_volume,/kaggle/input/amazon-2024-100k-imgs/images/51AAkSOTOvL.jpg,0.74 ounce,1.0 fluid ounce
348,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/81vHjh7qtqL.jpg,200 gram,100 gram
349,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/81LrNRXbxOL.jpg,11612.0 gram,100.0 gram
350,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71xlhrXNsvL.jpg,12.0 gram,12.0 gram
351,width,/kaggle/input/amazon-2024-100k-imgs/images/61-x2pe2VJL.jpg,0.43 inch,7.0 inch
352,depth,/kaggle/input/amazon-2024-100k-imgs/images/51AgvomELhL.jpg,77.0 millimetre,10.0 inch
353,maximum_weight_recommendation,/kaggle/input/amazon-2024-100k-imgs/images/61Y9umkRkHL.jpg,2.0 milligram,100.0 gram
354,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71YzOU0l3xL.jpg,150 gram,100.0 gram
355,depth,/kaggle/input/amazon-2024-100k-imgs/images/512DEWlZ21S.jpg,125.0 millimetre,134.0 millimetre
356,depth,/kaggle/input/amazon-2024-100k-imgs/images/610OOZ-TKCL.jpg,120.0 centimetre,60.0 centimetre
357,voltage,/kaggle/input/amazon-2024-100k-imgs/images/71GfFGXe9TL.jpg,12.0 volt,80.0 volt
358,width,/kaggle/input/amazon-2024-100k-imgs/images/41edVQXWGWL.jpg,30.0 centimetre,30.0 centimetre
359,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71BaFjr+mPL.jpg,20.0 gram,250.0 gram
360,width,/kaggle/input/amazon-2024-100k-imgs/images/61FsUTboYjL.jpg,5.0 inch,500.0 millimetre
361,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61ZelNbAnGL.jpg,6.0 kilogram,6.0 kilogram
362,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/8146wOmEVrL.jpg,60 gram,50.0 gram
363,width,/kaggle/input/amazon-2024-100k-imgs/images/61CQWWXrnKL.jpg,11.5 centimetre,39.0 centimetre
364,height,/kaggle/input/amazon-2024-100k-imgs/images/51rAMbUvW1S.jpg,15.0 centimetre,15.0 centimetre
365,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/41iCtSSrmXL.jpg,20.0 milligram,20.0 milligram
366,wattage,/kaggle/input/amazon-2024-100k-imgs/images/71pO2600t3L.jpg,100.0 watt,100.0 watt
367,width,/kaggle/input/amazon-2024-100k-imgs/images/51s+eg+zdwL.jpg,4.0 centimetre,4.0 centimetre
368,voltage,/kaggle/input/amazon-2024-100k-imgs/images/51fHTTvq1EL.jpg,12.0 volt,12.0 volt
369,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/81+dnGpLRdL.jpg,60.0 gram,60.0 gram
370,width,/kaggle/input/amazon-2024-100k-imgs/images/51j8stUhpkL.jpg,0.75 inch,4.9 inch
371,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61UP6qgUz4L.jpg,26.0 kilogram,12.0 kilogram
372,height,/kaggle/input/amazon-2024-100k-imgs/images/614JDhyYEGL.jpg,0.9 inch,0.9 inch
373,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61cAeNZ4oTL.jpg,500 gram,500 gram
374,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/51LMzZbcUvL.jpg,17.0 gram,17.0 gram
375,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61tRsABBU1L.jpg,75 kilogram,15.0 kilogram
376,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/81dwtC79FdL.jpg,1 kilogram,400 gram
377,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/91ehmruKg4L.jpg,5.2 kilogram,5.2 kilogram
378,width,/kaggle/input/amazon-2024-100k-imgs/images/51pTPbA8q5L.jpg,152.0 millimetre,15.0 millimetre
379,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/9104zYbkndL.jpg,600.0 gram,100 gram
380,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/81FUyOAczrL.jpg,0.5 gram,100 gram
381,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71h3YeoKDKL.jpg,12 ounce,340.0 gram
382,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/519AEKMl-sL.jpg,30 gram,1000.0 milligram
383,width,/kaggle/input/amazon-2024-100k-imgs/images/51bkQEt4lPL.jpg,130.0 millimetre,130.0 millimetre
384,maximum_weight_recommendation,/kaggle/input/amazon-2024-100k-imgs/images/71PbyQFLeNL.jpg,100 kilogram,100 kilogram
385,width,/kaggle/input/amazon-2024-100k-imgs/images/519Fij3-vtL.jpg,47.0 millimetre,47.0 millimetre
386,depth,/kaggle/input/amazon-2024-100k-imgs/images/612BF2DUgeL.jpg,44.0 inch,44.0 inch
387,height,/kaggle/input/amazon-2024-100k-imgs/images/51ci-WSCjoL.jpg,10.0 centimetre,10.0 centimetre
388,height,/kaggle/input/amazon-2024-100k-imgs/images/61Ajh-Z79EL.jpg,14.8 centimetre,14.8 centimetre
389,voltage,/kaggle/input/amazon-2024-100k-imgs/images/81dg3-bFucL.jpg,0.5 volt,115.0 volt
390,width,/kaggle/input/amazon-2024-100k-imgs/images/51U+KOP2ssL.jpg,4.3 inch,4.3 inch
391,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/51nHSN8Ag7L.jpg,1 kilogram,1.0 kilogram
392,width,/kaggle/input/amazon-2024-100k-imgs/images/51zXZCSNRcL.jpg,10.5 centimetre,8.3 centimetre
393,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61YJtpNgjrL.jpg,120.0 kilogram,120.0 kilogram
394,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/6132NecToAL.jpg,1.0 gram,1 gram
395,width,/kaggle/input/amazon-2024-100k-imgs/images/610kGOxVKnS.jpg,9.4 foot,27.5 inch
396,depth,/kaggle/input/amazon-2024-100k-imgs/images/51BgyFie06L.jpg,3.9 inch,3.9 inch
397,depth,/kaggle/input/amazon-2024-100k-imgs/images/51UOTMy5QSL.jpg,340.0 millimetre,290.0 millimetre
398,depth,/kaggle/input/amazon-2024-100k-imgs/images/51X1bPjAJyL.jpg,10.0 centimetre,10.0 centimetre
399,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/7136aPwkknL.jpg,180.0 gram,180.0 gram
400,depth,/kaggle/input/amazon-2024-100k-imgs/images/51jl4HRO4JL.jpg,30.5 centimetre,8.0 centimetre
401,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61cqlJYVlXL.jpg,4.5 gram,4.5 gram
402,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61hAguyev4L.jpg,100 gram,100 gram
403,height,/kaggle/input/amazon-2024-100k-imgs/images/41Z9jcMSR5L.jpg,10.5 centimetre,24.8 centimetre
404,voltage,/kaggle/input/amazon-2024-100k-imgs/images/517f-O4GNaL.jpg,12.0 volt,12.0 volt
405,item_volume,/kaggle/input/amazon-2024-100k-imgs/images/81VMGM9aMNL.jpg,0.8 fluid ounce,1.0 fluid ounce
406,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61JbxgcGMbL.jpg,7.7 gram,7.7 gram
407,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61GQc6R7g6L.jpg,974.0 gram,974.0 gram
408,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71IjWsW2fQL.jpg,200 gram,100 gram
409,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61+bqjryRYL.jpg,1.0 pound,100.0 gram
410,height,/kaggle/input/amazon-2024-100k-imgs/images/51ZnQX-LmVL.jpg,75.0 centimetre,25.0 centimetre
411,width,/kaggle/input/amazon-2024-100k-imgs/images/516VCutFc2L.jpg,0.57 inch,5.03 inch
412,height,/kaggle/input/amazon-2024-100k-imgs/images/51TT4aZfntL.jpg,4.8 centimetre,4.8 centimetre
413,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/81NRxLArRbL.jpg,180.0 gram,180.0 gram
414,depth,/kaggle/input/amazon-2024-100k-imgs/images/51Jf-uqC-0L.jpg,185.0 millimetre,185.0 millimetre
415,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/91ONf5jJ47L.jpg,200 gram,200 gram
416,width,/kaggle/input/amazon-2024-100k-imgs/images/616ERVFW72L.jpg,2.0 centimetre,12.8 centimetre
417,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/713NDBZsA2S.jpg,500.0 gram,240.0 gram
418,height,/kaggle/input/amazon-2024-100k-imgs/images/61D9xC8oONL.jpg,10.0 centimetre,12.0 centimetre
419,height,/kaggle/input/amazon-2024-100k-imgs/images/51KutkVs16L.jpg,17.4 inch,26.0 centimetre
420,wattage,/kaggle/input/amazon-2024-100k-imgs/images/61DO87lw0VL.jpg,48.0 watt,48.0 watt
421,height,/kaggle/input/amazon-2024-100k-imgs/images/41l36XIcc+L.jpg,2.55 inch,2.55 inch
422,depth,/kaggle/input/amazon-2024-100k-imgs/images/51tNwgfmJEL.jpg,12.0 inch,12.0 inch
423,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71RVsakAxTL.jpg,0.33 pound,0.33 pound
424,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71wXZ40953L.jpg,70 gram,250.0 gram
425,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/51UiId4BuRL.jpg,15.6 gram,15.6 gram
426,width,/kaggle/input/amazon-2024-100k-imgs/images/51Xh8SVZK9L.jpg,140.0 centimetre,140.0 centimetre
427,voltage,/kaggle/input/amazon-2024-100k-imgs/images/61PX0Zggo-L.jpg,14.8 volt,12.0 volt
428,depth,/kaggle/input/amazon-2024-100k-imgs/images/618nze1CmEL.jpg,115.0 millimetre,140.0 millimetre
429,depth,/kaggle/input/amazon-2024-100k-imgs/images/51cvndig8hL.jpg,48.0 centimetre,180.0 centimetre
430,depth,/kaggle/input/amazon-2024-100k-imgs/images/511wGvOeAsL.jpg,104.0 millimetre,104.0 millimetre
431,depth,/kaggle/input/amazon-2024-100k-imgs/images/51wg+sg1KyL.jpg,25.0 centimetre,25.0 centimetre
432,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/81nANaOiWrL.jpg,7.5 gram,100.0 gram
433,voltage,/kaggle/input/amazon-2024-100k-imgs/images/71YDdgLsP3L.jpg,48.0 volt,48.0 volt
434,wattage,/kaggle/input/amazon-2024-100k-imgs/images/61pC-SWgp0L.jpg,5.0 watt,110.0 watt
435,height,/kaggle/input/amazon-2024-100k-imgs/images/51ivYDalCHL.jpg,70.0 millimetre,100.0 millimetre
436,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71M9Bqa5-JL.jpg,400.0 gram,800 gram
437,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/31hroP9-mbL.jpg,8.5 milligram,100 gram
438,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61Tuas+sDAL.jpg,150.0 kilogram,150.0 kilogram
439,wattage,/kaggle/input/amazon-2024-100k-imgs/images/71BIkR7ODbL.jpg,240.0 watt,240.0 watt
440,width,/kaggle/input/amazon-2024-100k-imgs/images/51fOF2SvGeL.jpg,7.8 inch,20.0 centimetre
441,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71A7DxRVA5L.jpg,220.0 gram,100 gram
442,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/81-+f3l0Z8L.jpg,0.5 kilogram,0.5 kilogram
443,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/618IoGF5FlL.jpg,20.0 gram,100.0 gram
444,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/81cPxNZWkAL.jpg,20.0 milligram,20.0 milligram
445,width,/kaggle/input/amazon-2024-100k-imgs/images/51KGWBt7ViL.jpg,95.0 millimetre,95.0 millimetre
446,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71s3JbCQvUL.jpg,282.0 gram,282.0 gram
447,height,/kaggle/input/amazon-2024-100k-imgs/images/51SwKldnPNL.jpg,70.0 centimetre,98.0 centimetre
448,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/81k-NyONFRL.jpg,2.75 kilogram,2.75 kilogram
449,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61l23GkStSL.jpg,340.0 gram,100 gram
450,height,/kaggle/input/amazon-2024-100k-imgs/images/41ewdua9FJL.jpg,20.0 centimetre,20.0 centimetre
451,depth,/kaggle/input/amazon-2024-100k-imgs/images/411xc6Wsk1L.jpg,36.0 millimetre,36.0 millimetre
452,maximum_weight_recommendation,/kaggle/input/amazon-2024-100k-imgs/images/81e2M-pBDfL.jpg,4.0 ton,10.0 ounce
453,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/6196gX1fg6L.jpg,250.0 gram,250.0 gram
454,width,/kaggle/input/amazon-2024-100k-imgs/images/51uvXC6vsCL.jpg,2.5 centimetre,3.3 centimetre
455,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61VF6yxJmKL.jpg,0.03 pound,0.03 pound
456,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/81sgrwnyg1L.jpg,822.0 gram,822.0 gram
457,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/81lNJGsPEdL.jpg,"[10.0, 15.0] kilogram","[22.0, 35.0] pound"
458,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71sFTu6gpPL.jpg,3.0 gram,3.0 gram
459,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61UjaKypTJL.jpg,4.9 kilogram,4.9 kilogram
460,depth,/kaggle/input/amazon-2024-100k-imgs/images/616xl8dlnvL.jpg,80.0 centimetre,80.0 centimetre
461,depth,/kaggle/input/amazon-2024-100k-imgs/images/51Vu6kfxOqL.jpg,22.0 inch,1.0 inch
462,width,/kaggle/input/amazon-2024-100k-imgs/images/61Ecs15EE6L.jpg,6.0 inch,6.0 inch
463,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61ovpjd2GyL.jpg,150 gram,150 gram
464,height,/kaggle/input/amazon-2024-100k-imgs/images/51zlbCUHrLL.jpg,5.5 inch,5.2 inch
